"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Grajales, J.","Grajales, Jacobo (50161351900)","50161351900","LANDS OF PEACE. LAND POLICIES AND POST-CONFLICT DEVELOPMENT IN COLOMBIA; Les terres de la paix","2019","Gouvernement et Action Publique","8","4","","25","47","3","10.3917/gap.194.0025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112788067&doi=10.3917%2Fgap.194.0025&partnerID=40&md5=d925fe3398d0f6bcaf7ed6b39ee0b9d3","This contribution focuses on the inclusion of a policy sector in the field of post-conflict peace-making; it analyses the mechanisms of this displacement, as well as its effects on the framing of public problems and the relations between various policy actors. In analyzing the case of rural land policy in Colombia, the article demonstrates that the association between land and post-conflict is politically and socially constructed, in interactions that involve both state institutions and official development assistance actors. It describes the transformation of the relationship between the actors, marked in particular by the internationalization of the rural land problem. Finally, the article analyses the way in which competitions arise within and between various Colombian state agencies to become a central actor in the transition from war to peace. © 2019 The Author(s).","AGRARIAN DEVELOPMENT; COLOMBIA; CONFLICT RESOLUTION; LAND CONFLICTS; LAND POLICY","","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85112788067"
"Soto, G.; Beltrán, G.","Soto, Guillermo (57222123285); Beltrán, Gloria Inés (56341136900)","57222123285; 56341136900","Reuse of Oil Drilling Cuts for Road Construction in the Eastern Region of Colombia","2019","Sustainable Civil Infrastructures","","","","15","23","0","10.1007/978-3-030-01908-2_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101585479&doi=10.1007%2F978-3-030-01908-2_2&partnerID=40&md5=b66ecfc440e0e110a9b1a760ea4fd3cf","The search for new oil and gas deposits worldwide has increased due to the high demand for energy sources needed by industrial development and population growth. Although the industry has developed many processes and technologies to minimize waste generation and to dispose them safely and economically, a significant volume of solid waste from oil and gas drilling is expected in the future. For that reason, it is necessary to study some waste reuse alternatives. In this work, the potential use of ashes derived from oil drilling cuts (ODC), applied to tertiary roads construction for remote areas in Colombia, is evaluated. To that purpose, ashes exposed to mechanical heat treatment are used as an improvement agent for lateritic clayey soils of low plasticity, predominant in the eastern region of Colombia (extended to Brasil and Venezuela). This region was selected due to its complexity: it has limited resources and large difficulties to obtain suitable materials for road construction, it is exposed to extreme cycles of drought and flood with an 8-month rainy season, and this is one of the areas to be recovered after peace agreements in the country with the guerrilla. In the experimental plan, basic characterization tests were conducted to the soil, the ash, and mixtures soil-ash, as well as strength and durability evaluation of compacted and cured samples of stabilized soil at 0, 7 and 14 days, considering typical climate conditions of temperature and humidity in the region. Based on successful previous experiences, combination with other nonconventional soil stabilizers, such as salts and waterproofing materials, are also been considered to improve some properties of ash cuttings - soil mixtures. As a result, an economical and viable option is obtained to reduce environmental impacts of wastes and to improve lateritic soils of low mechanical characteristics for road earthworks. © 2019, Springer Nature Switzerland AG.","Lateritic soils; Oil drill cuttings; Soil improvement; Waste reuse","Durability; Environmental impact; Heat treatment; Infill drilling; Mixtures; Petroleum reservoir evaluation; Population statistics; Road construction; Roads and streets; Soil structure interactions; Soils; Waterproofing; Characterization tests; Durability evaluation; Experimental plans; Industrial development; Mechanical characteristics; Population growth; Temperature and humidities; Waterproofing materials; Soil testing","Conference paper","Final","","Scopus","2-s2.0-85101585479"
"Tirado-Acero, M.T.; Oliveros-Aya, C.O.","Tirado-Acero, Misael (57211583392); Oliveros-Aya, Cesar (57947777500)","57211583392; 57947777500","Problematic diagnosis of human rights for the colombian post-conflict; Diagnóstico problémico de los derechos humanos para el posconflicto colombiano","2019","Opcion","35","Special Edition 25","","1197","1245","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090747284&partnerID=40&md5=932fc639a9433885be3c836a0a63944a","The internal armed conflict in Colombia has violated individual and collective human rights, and the effectiveness of a public policy aimed at vindicating and compensating them, is still distant. This paper presents a set of guidelines that motivate the urgency of developing a process oriented towards the social transformation of actors in the post-conflict environment, as a premise of the State. The basic methodology of the argumentative development starts from the documentary analysis through different secondary sources to fulfill the outlined objective. © 2019. Universidad del Zulia.","Conflict and post-conflict; Human rights; International human right; Public politics; Transitional Justice","","Article","Final","","Scopus","2-s2.0-85090747284"
"Morris, M.L.","Morris, Meghan L. (57189916605)","57189916605","Speculative fields: Property in the shadow of post-conflict Colombia cultural anthropolo","2019","Cultural Anthropology","34","4","","580","606","12","10.14506/ca34.4.05","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085770694&doi=10.14506%2Fca34.4.05&partnerID=40&md5=8869ecf9fd11217df538cacd383824a6","In Colombia's attempts to bring its decades-long conflict to a close, the state engaged in a broad endeavor to bring about a new era: the ""post-conflict. "" Land restitution, which aims to return and title land to those who lost it in the conflict, was billed as part of the path to peace. In the shadow of the post-conflict, however, restitution has given rise to speculation on uncertain market and legal regimes, as well as regimes of violence, which I explore drawing on ethnographic fieldwork in the region of Uraba. Speculative possession of land calls up historical forms of possession as well as potential futures, defining this shadow as peace is continually deferred. © 2020 American Anthropological Association.","Colombia; Conflict; Land; Possession; Property; Speculation; Temporality","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85085770694"
"Mosquera-Laverde, W.E.; Vásquez Bernal, O.A.; Gomez-E, C.P.","Mosquera-Laverde, William Eduardo (57201252356); Vásquez Bernal, Oscar Alejandro (57225364999); Gomez-E, Claudia P. (57209241749)","57201252356; 57225364999; 57209241749","Eco-touristic foresight in the Colombian post-conflict for the sustainability of the tourist service with emphasis on ecological marketing. Buenaventura case","2019","Proceedings of the International Conference on Industrial Engineering and Operations Management","","July","","2428","2436","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079477379&partnerID=40&md5=b3a4f069916ff74627c43b0d4f6646a4","Prospective study for the construction of the ecological strategies that the improvement of the ecological management and the tourist service of the companies that are related in Colombia; The objective of the country is to develop a tourism that is sustainable and that contributes both to the protection of the environment and to the development of the communities of the tourist areas, especially the protected areas through ecotourism. However, although there are ecotourism organizations, according to the results of the exploratory study of 2015, in the context of ecological development in the country there is no economic growth and less sustainment of the service and the environmental environment; In addition, the management level of the organizations and the administrative, logistic and financial services are very low, due to the low training of the people in charge of the business, real disinterest of the state, which causes a low development of the organizations, environmental deterioration , little growth in the quality of life of the communities and, therefore, the social and economic possibilities of the Colombian rural areas that require growth strategies in the post-conflict, which this study shows through the prospective tools visibility mechanisms, social integration and associative models for a real development and sustainability of the communities. © 2019, IEOM Society International.","Ecological marketing; Ecotourism; Natural national park; Organizational management; Post-conflict; Uramba","","Conference paper","Final","","Scopus","2-s2.0-85079477379"
"McClanahan, B.; Parra, T.S.; Brisman, A.","McClanahan, Bill W. (56155672800); Parra, Tatiana Sanchez (57201123246); Brisman, Avi (36007997400)","56155672800; 57201123246; 36007997400","Conflict, environment and transition: Colombia, ecology and tourism after demobilisation","2019","International Journal for Crime, Justice and Social Democracy","8","3","","74","88","17","10.5204/ijcjsd.v8i3.1246","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077444655&doi=10.5204%2Fijcjsd.v8i3.1246&partnerID=40&md5=acdf90739993cff12a1bd43e4895af08","In 2016, Colombia’s left-wing guerrilla FARC-EP (Fuerzas Armadas Revolucionarias de Colombia—Ejército del Pueblo) began demobilisation. While demobilisation and the ensuing peace accords brought renewed hope that the country could imagine different political and social relations—and new ecological and economic conditions—multinational corporations filled the ‘void’ left by FARC-EP forces. Corporate interests in Colombia’s natural resources predated the demobilisation. However, extractive processes were restricted by the dynamics of the armed conflict. In 2016, immediately following the demobilisation, deforestation in Colombia jumped 44 per cent. In the transitional demobilisation period, huge swaths of the country were opened for economic development. Thus, while the environment is often a victim in armed conflict, in Colombia, conflict contributed to the preservation of some areas. Among the forms of development that have emerged in Colombia, ‘ecotourism’ has risen quickly to the fore. While ecotourism may offer some promise, it should be viewed with caution. © The Author(s) 2019.","Colombia; Ecotourism; Pacification; Transitional justice","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85077444655"
"Virviescas, N.R.; Isaza, S.M.; Guevara, D.A.G.","Virviescas, Natalia Ramírez (57211754424); Isaza, Sergio Monroy (57211757169); Guevara, Diego (57200653563)","57211754424; 57211757169; 57200653563","Agroecology and integral microfinance: Recommendations for the colombian post-conflict avoiding the financialization of rural financing","2019","Cuadernos de Economia (Colombia)","38","78","","729","751","2","10.15446/cuad.econ.v38n78.73236","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074931482&doi=10.15446%2Fcuad.econ.v38n78.73236&partnerID=40&md5=414c72e3deff9fd24ce34749d33bab36","One of the main challenges for the Colombian post-conflict is to develop sustainable proposals for peasant families that were affected by the armed conflict. With the purpose of analyzing this challenge, after the introduction, the second part of the paper presents the land possession dyna-mics in Colombia, criticizes the Green Revolution approach and discusses theoretical concerns about agroecology. The third section highlights the importance of combined microfinance in comparison to financialized microfinance, for financing rural projects and agroecology. Furthermore, this part argues that the combination of agroecology and combined microfinance is a powerful tool to make scenarios sustainable for small producers. Finally, the fourth section concludes. © 2019, Universidad Nacional de Colombia.","Agroecology; Familiar agriculture; Financialization; Microfinance; Postconflict","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85074931482"
"Enk, L.T.; Cano Mejía, V.C.; Santamaría, D.G.; Arias Suárez, J.D.A.","Enk, Laura Torres (57211287154); Cano Mejía, Vanessa (57211299275); Santamaría, Diana Gómez (57211296032); Arias Suárez, Juan David (57211299149)","57211287154; 57211299275; 57211296032; 57211299149","The peace process in Colombia: A knowledge management approach","2019","Proceedings of the European Conference on Knowledge Management, ECKM","2","","","1043","1052","2","10.34190/KM.19.057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073378745&doi=10.34190%2FKM.19.057&partnerID=40&md5=18d2ae00cef90a9373741eeb02be242b","This paper is the result of an interinstitutional study that aimed at characterising knowledge management (KM) as a significant and intangible strategy that strengthened the peace agreement (PA) between the Revolutionary Armed Forces of Colombia - People's Army (FARC-EP) and the Colombian government, which became a contemporary milestone in the American continent. To this end, the research identifies and analyses different manifestations that took place during the process (2002-2016); understands KM and intellectual capital (IC) from a heterodox perspective; highlights the KM and IC impact on the organisational field of the public domain; recognises KM and IC as differential factors of the political, legal, economic, and media framework of the peace dialogues and agreements; and shows KM and IC as an innovative and substantial aspect of the development and success of the process. The focus is not placed on evaluating the hits and misses of the PA, but on identifying and discussing further the KM techniques and tools used, given the accumulation of content and knowledge generated. Using an analytical method and a dialectical methodology of contrasting multidisciplinary and multi-institutional arguments, the study proposes a differential hermeneutics and an exegesis of what is intangible in the process by identifying, describing, and analysing the information collected, the tools, the methods, and the KM strategies applied in the process. Thus, this work presents a summary of the sociohistorical context of the Colombian conflict, the chronology and rhetoric of the peace process, and the management of the oral, written, and audiovisual material produced, as well as the IC acquired by the different active actors that have been present in the different stages of this process. This paper also presents the KM tensions, challenges, and opportunities in the Colombian social unfolding to tackle an unknown environment with supranational interests that demand peace and an inevitable commitment to the new generations. Finally, the current impacts of this KM approach are emphasised, in search of the theoretical and practical bases that favour the establishment of structures and/or models to be replicated in other latitudes. © 2019 Academic Conferences Limited. All rights reserved.","Colombia; Intellectual capital; Knowledge management; Peace process; State","Integrated circuits; Audio-visual material; Colombia; Differential factors; Intellectual capital; Peace process; State; Techniques and tools; Unknown environments; Knowledge management","Conference paper","Final","","Scopus","2-s2.0-85073378745"
"Villar, D.; Schaeffer, D.J.","Villar, David A. (6603673861); Schaeffer, David J. (7102980320)","6603673861; 7102980320","Disarmament is the New War, Gold is the New Opium, and Ecohealth is the Historic Victim","2019","Environmental Health Insights","13","","","","","13","10.1177/1178630219862241","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073069106&doi=10.1177%2F1178630219862241&partnerID=40&md5=1ffbb656ed3f9ddbe13ca0ad6958c6d3","In Colombia, the convergence of drug trafficking, illegal armed groups, and gold production and trade threatens peace and stability in the post-FARC (Revolutionary Armed Forces of Colombia) era, as had the narcotics trade previously. Armed groups and criminal organizations have increased and consolidated their influence over illegal mining and may be diverting US$5 billion from Colombia’s annual economy. As of 2014, 46% of the total area (78 939 ha) exploited for alluvial gold was in the Afro-Colombian Pacific States, in which unregulated mining was the main driver of deforestation. The informal job market represents 49% of the workforce and absent other economic alternatives, this workforce of ex-guerrillas, organized crime groups and corrupt officials will sustain the black markets that permeate gold mining. Human health consequences of unregulated gold mining are largely unrecognized, but include the spread of malaria and other insect-borne diseases, and we suggest diseases such as babesiosis. © The Author(s) 2019.","alluvial; babesiosis; Colombia; gold; malaria; Mining","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85073069106"
"Ochoa-Zuluaga, G.I.","Ochoa-Zuluaga, Germán Ignacio (57210843724)","57210843724","Influences of global tourism on the Amazon; Influencias del turismo global sobre el territorio amazónico","2019","Bitacora Urbano Territorial","29","2","","127","134","0","10.15446/bitacora.v29n2.66308","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071674084&doi=10.15446%2Fbitacora.v29n2.66308&partnerID=40&md5=e2e9964ea4d2ed4e329d945d8577e094","In Colombia tourism is promoted as a strategy for economic development, and as a tool for environmental conservation. However, the implementation of projects from the center to the periphery, sometimes ignores the cultural attributes and the social perceptions from the territory. The global value chain approach, applied to two case studies, put in evidence the modifcations in the Amazon caused by tourism development projects lead by national government. The main results are that social perception of the territory changed for a more monetary one, and the projects had no changed the inequality in power relations in the value chain. The imposition of an external idea of economic development can increase the fragility of the territory. If tourism is based on a good planning process could be an important economic and conservational alternative for local populations and also for environmental conservation in the scenario of Peace Agreements in Colombia. © 2019 Universidad Nacional de Colombia. All rights reserved.","Amazonia; Indigenous communities; Territory; Tourism; Value chain","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85071674084"
"Acero Vargas, C.A.; Parada-Hernández, M.M.","Acero Vargas, Camilo (57218403991); Parada-Hernández, María Mónica (57194536027)","57218403991; 57194536027","""That's so good they don’t give so much”? The Colombian experience in land formalization in light of international evidence; ¿“De eso tan bueno no dan tanto”? La experiencia colombiana en formalización de tierras a la luz de la evidencia internacional","2019","Analisis Politico","32","95","","82","103","5","10.15446/anpol.v32n95.80831","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070903847&doi=10.15446%2Fanpol.v32n95.80831&partnerID=40&md5=a3e23c28b9a78004fe0da73fb8558531","Since the 1990s, Colombian governments have invested in the formalization of land tenure rights seeking to promote development, stimulate the land market and improve the living conditions of rural dwellers. However, the relationship between the formalization and the promises made on its behalf is not entirely clear since international experiences show that the positive effects of these programs appear under certain conditions that are often overlooked by decision makers. The purpose of this paper is to reflect on the progress and setbacks of the land tenure formalization programs in Colombia in the light of the review of academic and policy debates on property rights. This research allows us to show some implications about the future of land policies and the importance of the implementation of Integral Rural Reform as part of the Peace Agreement. © 2019, Universidad Nacional de Colombia. All rights reserved.","Formalization; Land tenure systems; Land titling; Peace agreement; Property rights","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85070903847"
"Mantilla Espinosa, F.; Hernández, G.; Ternera, F.","Mantilla Espinosa, Fabricio (56336053100); Hernández, G. (57210153652); Ternera, F. (57210151701)","56336053100; 57210153652; 57210151701","Property and constitution: Analysis for a colombian case; Propiedad y constitución: Análisis del escenario colombiano","2019","Actualidad Juridica Iberoamericana","","10","","316","335","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069656895&partnerID=40&md5=77066ff48026a264b9a98b9139f92114","The purpose of this article is to analyze the legal figures of real estate with no economic exploitation, unoccupied public lands, or unregistered real estate. this paper has been divided into two main parts based on the analysis of uncultivated lands. Afterwards, unregistered real estate will be analyzed, and practical and procedural conclusions will be drawn. this has the purpose of supporting and clarifying if the property is owned by the State or not. This matter is of the utmost importance in current times in Colombia where post-conflict is just around the corner. © 2019 Ibero-American Law Institute. All rights reserved.","Agreement for the termination of the conflict; Post-conflict; Uncultivated lands; Unoccupied public lands; Unregistered real estate","","Article","Final","","Scopus","2-s2.0-85069656895"
"Iglesias, E.S.; Jiménez, V.S.","Iglesias, Eduardo Sánchez (57201361797); Jiménez, Vicente Sánchez (57201360617)","57201361797; 57201360617","The territorial approach in the Colombian peace process and Agreement; El enfoque territorial en el proceso y el Acuerdo de Paz colombianos","2019","Revista CIDOB d'Afers Internacionals","","121","","67","90","6","10.24241/rcai.2019.121.1.67","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065777668&doi=10.24241%2Frcai.2019.121.1.67&partnerID=40&md5=e097f968e58f7550579370e0b20f8427","The debate over the different possible Colombian postconflict scenarios led the aim of a stable and lasting peace to be connected with the realisation of agrarian reform and guaranteed access to land as a way to overcome territorial differences and the urban-rural divide. To achieve this, structural transformation of the Colombian countryside and acceptance of the territorial approach became central parts of the Peace Agreement (or Final Agreement) signed in 2016 between the Colombian government and the FARC-EP. This paper analyses the territorial approach adopted in this agreement, as well as its level of implementation so far, and accepts that the lack of progress on the territoriality of the Colombian conflict will make it difficult to achieve the objectives set out in the peace agenda. © 2019, CIDOB (Barcelona centre for international affairs).","Colombia; Development; Land reform; Peace Agreement; Political geography; Territory","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85065777668"
"Zambrano-Quintero, L.","Zambrano-Quintero, Liliana (57200420507)","57200420507","The collective reincorporation of the FARC-EP: A strategic bet in an adverse environment; La reincorporación colectiva de las FARC-EP: Una apuesta estratégica en un entorno adverso","2019","Revista CIDOB d'Afers Internacionals","","121","","45","66","9","10.24241/rcai.2019.121.1.45","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065774596&doi=10.24241%2Frcai.2019.121.1.45&partnerID=40&md5=e8ebe73c3c5e6f338b561ec8214c8c32","Traditional Disarmament, Demobilisation and Reintegration (DDR) processes focus on the individualisation of combatants, but the Revolutionary Armed Forces of Colombia-People's Army (FARC-EP) opted for a collective reincorporation that combines conversion to a political party with the implementation of collective productive projects in the framework of the Economías Sociales del Común (Ecomún) cooperative. But although it was a strategic bet, environmental factors have not helped this model come to fruition. This paper analyses the strategic, organisational and operational changes undergone by the FARC-EP in its process of transition to legal political life, highlighting its strengths and weaknesses, as well as the challenges it faces to remain united in legality. © 2019, CIDOB (Barcelona centre for international affairs).","Collective reincorporation; Colombia; FARC-EP; Peace agreements; Political party","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85065774596"
"Blanco-Libreros, J.F.; Álvarez-León, R.","Blanco-Libreros, Juan F. (9235388400); Álvarez-León, Ricardo (6602488747)","9235388400; 6602488747","Mangroves of Colombia revisited in an era of open data, global changes, and socio-political transition: Homage to Heliodoro Sánchez-Páez","2019","Revista de la Academia Colombiana de Ciencias Exactas, Fisicas y Naturales","43","166","","84","97","10","10.18257/raccefyn.780","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064241408&doi=10.18257%2Fraccefyn.780&partnerID=40&md5=649f18de780d890d33ce7c99034ed2ca","Colombia is the only South American country with coasts in both the Pacific Ocean and the Caribbean Sea thus providing great contrasts for mangroves in terms of climatic types and geomorphic settings. For instance, mangroves are extensive along the Pacific coast due to both high annual rainfall rates and the presence of many world-class deltas. Besides, they are the habitat of the only Neotropical endemic mangrove (Pelliciera rhizophorae), which is also a threatened species. In contrast, mangroves are discontinuously distributed along the Caribbean coast and they are extensive in the three major deltas and a few coastal lagoons. In addition, dwarf and stunt mangroves are found in northern arid lands sprung by seasonal streams and rivers. Recent studies have highlighted the global significance of the Colombian mangroves in terms of their extension, low deforestation rates (particularly in the Pacific coast), and high reservoirs of ecosystem carbon scattered nation-wide. Nonetheless, most of the current understanding of the biogeography of our mangroves has been obtained by integrating studies independently conducted in different sites and years. The voluminous information collected by Heliodoro Sánchez-Páez and his colleagues in the largest national inventory of mangroves (MCP: Mangroves of Colombia Project, Ministry of the Environment) undertaken in the mid 1990's provides an opportunity to re-assess biogeographic hypotheses (e.g., that high rainfall promotes the increase in the importance value of red mangroves) and to explore macroecological patterns when combined with open data sets. The objective of this paper was to introduce HELIO_SP.CO v.1, an open database derived from this mangrove inventory as a homage to Heliodoro Sánchez-Páez, who passed away in 2017, as a platform for macroecological studies and benchmark for future impact assessments of climate change and land-use change on mangroves in Colombia. In addition, the contributions of the MCP were reviewed and the general geographic patterns were explored by using HELIO_SP.CO v.1. For instance, the shift of the two dominant mangrove species in Colombia across the rainfall gradient observed from Nariño to La Guajira was clearly depicted. Using WorldClim 2, we also explored the rainfall and temperature spaces where the species occur. Finally, we briefly reviewed the progress of mangrove science since 1997 and identified some challenges regarding climate change and post-armed conflict scenarios in Colombia. © 2018 Revista de la Academia Colombiana de Ciencias Exactas, Fisicas y Naturales.All right reserved.","Avicennia germinans; Biogeography; Climatic space; HELIO_SP.CO v.1; Laguncularia racemosa; Macroecology; Pelliciera rhizophorae; Post-conflict; Rhizophora spp","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85064241408"
"Olarte-Olarte, M.C.","Olarte-Olarte, María Carolina (57207987739)","57207987739","From territorial peace to territorial pacification: Anti-riot police powers and socio-environmental dissent in the implementation of Colombia’s peace agreement; Da paz territorial à pacificação territorial: Os poderes da polícia de choque e o dissenso socioambiental na implementação do acordo de paz na Colômbia; De la paz territorial a la pacificación territorial: Los poderes de policía antimotines y el disenso socioambiental en la implementación del acuerdo de paz en Colombia","2019","Revista de Estudios Sociales","2019","67","","26","39","26","10.7440/res67.2019.03","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063549783&doi=10.7440%2Fres67.2019.03&partnerID=40&md5=16e55aa96a917c0d60140eb83c0ddf3d","During the negotiation and implementation of the Havana Peace Agreements in Colombia, a twofold mechanism used to deal with the increasing number of socio-environmental conflicts has remained constant: the strengthening of the anti-riot police forces and certain institutional spatial assumptions underlying the promotion of a particular form of postconflict productivity. This article attempts to undertake a preliminary analysis of the relationship between, one the one hand, the enactment and threat of police power in socio-environmental protests and, on the other, the enforcement and reproduction of a sense of the territory as an object whose elements can be neatly fragmented. In contrast, socio-environmental processes put forward a deeply relational, fluid and interdependent sense of their territories. Increased police intervention in these processes, we will argue, are not only framing socio-environmental conflicts arising from or linked to the continuity of conflict related inequalities as security issues, but also reframing so-called “territorial peace” into a territorial pacification. © 2019, Universidad de los Andes, Bogota Colombia. All rights reserved.","Author: antiriot police; Rural protest; Socio-environmental dissent; Transitional justice","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85063549783"
"Rocha-Salamanca, L.A.R.; Ortiz Dávila, A.E.O.; Suárez, E.","Rocha-Salamanca, Luz Angela (57214083292); Ortiz Dávila, Alvaro Enrique (57195318669); Suárez, Edilberto (57205704835)","57214083292; 57195318669; 57205704835","Introducing participatory methodologies in the modernization of land administration in Colombia bringing technology to the community; Introducción de metodologías participativas en la modernización de la administración de tierras en Colombia acercando la tecnología a la comunidad","2019","RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao","","E17","","775","786","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061202924&partnerID=40&md5=72364ae34f5b45581af6ea4881856749","The modernization of land administration in Colombia is relevant because the national government acquired the commitment to formalize land tenure in the short term with the signing of the peace process. This article presents the results of the research project, which objective is to prove since the technological point of view the participatory and innovative methodology called “Fit for Purpose”, for land titling, using as prototype the post-conflict municipalities Vista Hermosa and Apartado, in addition presents the implications of bringing technology to rural areas in the country. In this sense, it is expected that with the implementation of this methodology the aim of the national government of entitling around five million properties in seven years can be fulfilled and show how the participation of the community, generates confidence in the process, using technology in real time. © 2019, Associacao Iberica de Sistemas e Tecnologias de Informacao. All rights reserved.","Fit for purpose; Geo-information tools; Land administration; Parcel data acquisition","","Article","Final","","Scopus","2-s2.0-85061202924"
"Guzman, L.R.; Holá, B.","Guzman, Lily Rueda (57205660913); Holá, Barbora (37107726300)","57205660913; 37107726300","Punishment in negotiated transitions: The case of the Colombian peace agreement with the FARC-EP","2019","International Criminal Law Review","19","1","","127","159","9","10.1163/15718123-01901006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060998683&doi=10.1163%2F15718123-01901006&partnerID=40&md5=158550a8ee0b85294c5bd3d3654df489","The peace agreement recently concluded between the Government of Colombia and the farc-ep not only marked a milestone in the history of Colombia and peace making; it also introduced an unprecedented penal measure: negotiated criminal punishment. This example demonstrates that criminal punishment can be moulded to accommodate the needs of a society undergoing a political transition triggered by a peace negotiation. In the 1990s Garland already pointed out that penal measures are shaped by their social and historical context, and also affect their social environment. Based mainly on a sociological perspective on punishment, this article analyses the relationship between the punishment negotiated in the recent peace talks with the FARC-EP and the Colombian government's trying to come to terms with atrocities committed during the armed conflict. Based on the Colombian experience, this article also outlines contextual factors, which shape how punishment is negotiated in the context of peace agreements. © koninklijke brill NV, leiden, 2018.","Colombia; Fuerzas Armadas Revolucionarias de Colombia (FARC-EP); Peace negotiation; Political transition; Punishment in transition; Sociology of punishment","","Review","Final","All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85060998683"
"Gordon, E.","Gordon, Eleanor (56954285600)","56954285600","Gender and Defence Sector Reform: Problematising the Place of Women in Conflict-Affected Environments","2019","Journal of Intervention and Statebuilding","13","1","","75","94","10","10.1080/17502977.2018.1516389","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055120611&doi=10.1080%2F17502977.2018.1516389&partnerID=40&md5=4f68abc9cbd6cbf03eaa847f0e1cf6ed","While gender-responsive Security Sector Reform (SSR) is increasingly recognised as being key to successful SSR programmes, women continue to be marginalised in post-conflict SSR programmes, particularly defence sector reform. By focussing on developments in Nepal, Sri Lanka, Kosovo and Colombia, this article explores the paradox of women’s marginalisation in defence sector reform and post-reform defence structures in places where women were active combatants during the preceding conflict. This article refers to examples of women’s engagement in combat to challenge some of the reasons given for women’s marginalisation, including reference to women’s skillset, aptitude and interests. The article adopts a feminist institutionalist approach to show how SSR helps security sector institutions construct and reconstruct gender power relations, reinforce gendered dynamics of exclusion, and determine gendered outcomes. It concludes by drawing attention to the transformational potential of SSR to alter gender power relations, and thereby enhance the security of women and the sustainability of peacebuilding efforts. © 2018, © 2018 Informa UK Limited, trading as Taylor & Francis Group.","Defence sector reform; female combatants; gender; peacebuilding; security sector reform","","Article","Final","","Scopus","2-s2.0-85055120611"
