"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Kidane, Y.; Stahlmann, R.; Beierkuhnlein, C.","Kidane, Yohannes O. (54910252400); Stahlmann, Reinhold (54909184300); Beierkuhnlein, Carl (6603051853)","54910252400; 54909184300; 6603051853","Vegetation dynamics, and land use and land cover change in the Bale Mountains, Ethiopia","2012","Environmental Monitoring and Assessment","184","12","","7473","7489","137","10.1007/s10661-011-2514-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871712512&doi=10.1007%2Fs10661-011-2514-8&partnerID=40&md5=b42753b412f424fa049e548877308c37","Shifts in biological communities are occurring at rapid rates as human activities induced global climate change increases. Understanding the effects of the change on biodiversity is important to reduce loss of biodiversity and mass extinction, and to insure the long-term persistence of natural resources and natures' services. Especially in remote landscapes of developing countries, precise knowledge about on-going processes is scarce. Here we apply satellite imagery to assess spatio-temporal land use and land cover change (LULCC) in the Bale Mountains for a period of four decades. This study aims to identify the main drivers of change in vegetation patterns and to discuss the implications of LULCC on spatial arrangements and trajectories of floral communities. Remote sensing data acquired from Landsat MSS, Landsat ETM + and SPOT for four time steps (1973, 1987, 2000, and 2008) were analyzed using 11 LULC units defined based on the dominant plant taxa and cover types of the habitat. Change detection matrices revealed that over the last 40 years, the area has changed from a quite natural to a more cultural landscape. Within a representative subset of the study area (7,957.5 km-2), agricultural fields have increased from 1.71% to 9.34% of the total study area since 1973. Natural habitats such as upper montane forest, afroalpine grasslands, afromontane dwarf shrubs and herbaceous formations, and water bodies also increased. Conversely, afromontane grasslands have decreased in size by more than half (going from 19.3% to 8.77%). Closed Erica forest also shrank from 15.0% to 12.37%, and isolated Erica shrubs have decreased from 6.86% to 5.55%, and afroalpine dwarf shrubs and herbaceous formations reduced from 5.2% to 1.56%. Despite fluctuations the afromontane rainforest (Harenna forest), located south of the Bale Mountains, has remained relatively stable. In conclusion this study documents a rapid and ecosystemspecific change of this biodiversity hotspot due to intensified human activities (e.g., deforestation, agriculture, infrastructure expansion). Specifically, the ecotone between the afromontane and the afroalpine area represent a ""hotspot of biodiversity loss"" today. Taking into consideration the projections of regional climate warming and modified precipitation regimes, LULCC can be expected to become even more intensive in the near future. This is likely to impose unprecedented pressures on the largely endemic biota of the area. © Springer Science+Business Media B.V. 2012.","Biodiversity loss; Elevational gradient; Endemism; Land use change; Remote sensing; Tropical mountains; Vegetation dynamics","Biodiversity loss; Elevational gradient; Endemism; Land-use change; Tropical mountains; Vegetation dynamics; Agriculture; Biodiversity; Climate change; Deforestation; Developing countries; Dynamics; Ecosystems; Land use; Remote sensing; Satellite imagery; Vegetation; Landforms; biodiversity; climate change; community dynamics; endemism; flora; habitat type; human activity; land cover; land use change; precipitation (climatology); remote sensing; satellite imagery; shrub; spatiotemporal analysis; tropical environment; vegetation dynamics; agricultural land; article; climate; deforestation; ecosystem; environmental change; Ethiopia; fire; forest; geology; geomorphology; grassland; habitat use; image analysis; image processing; land use; landscape ecology; nonhuman; population density; population growth; rain forest; species endemicity; tropical mountain; Climate Change; Conservation of Natural Resources; Ecosystem; Environmental Monitoring; Humans; Plants; Urbanization; Developing Countries; Land Use; Mountains; Remote Sensing; Seasonal Variation; Tropical Atmospheres; Bale Mountains; Erica","Article","Final","","Scopus","2-s2.0-84871712512"
"Gillespie, T.W.; Lipkin, B.; Sullivan, L.; Benowitz, D.R.; Pau, S.; Keppel, G.","Gillespie, Thomas Welch (7102070916); Lipkin, Boris (55436819800); Sullivan, Lauren M. (41361963600); Benowitz, David R. (55437346600); Pau, Stephanie (26433746100); Keppel, Gunnar (15026651500)","7102070916; 55436819800; 41361963600; 55437346600; 26433746100; 15026651500","The rarest and least protected forests in biodiversity hotspots","2012","Biodiversity and Conservation","21","14","","3597","3611","72","10.1007/s10531-012-0384-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869159417&doi=10.1007%2Fs10531-012-0384-1&partnerID=40&md5=19fcd6efe38f1ccb394090bde6398b8f","The goal of biodiversity hotspots is to identify regions around the world where conservation priorities should be focused. We undertake a geographic information system and remote sensing analysis to identify the rarest and least protected forests in biodiversity hotspots. World Wildlife Fund ecoregions with terrestrial forest were subset from 34 biodiversity hotspots and forest cover calculated from GlobCover data at a 300 m pixel resolution. There were 276 ecoregions in 32 biodiversity hotspots classified as containing terrestrial forests. When the first quartile of forest ecoregions was subset based on smallest extent of forest cover in protected areas, there were 69 rare forests identified within 20 biodiversity hotspots. Most rare forest ecoregions (45) occurred on islands or island archipelagos and 47 rare forest ecoregions contained less than 10 % forest cover in protected areas. San Félix-San Ambrosio Islands Temperate Forests, Tubuai Tropical Moist Forests, Maldives-Lakshadweep-Chagos Archipelago Tropical Moist Forests, and Yap Tropical Dry Forests were identified as the least protected and possibly most vulnerable forests within biodiversity hotspots. These ecoregions cover less than 500 km2, forest cover is less than 50 km2, and there are no protected areas. There is a need to update classifications and boundaries of protected areas, insure that islands are included in global land cover datasets, and identify levels of endemism and endangerment within forest ecoregions. This should improve our ability to compare, prioritize, and monitor forests in biodiversity hotspots. © 2012 Springer Science+Business Media Dordrecht.","Biodiversity hotspots; ESA Globcover; Forest conservation; Geographic information systems; Protected areas","biodiversity; conservation management; ecoregion; endemism; forest cover; GIS; land cover; pixel; protected area; rare species; remote sensing; temperate forest; Atacama; Austral Islands; British Indian Ocean Territory; Chagos Archipelago; Chile; India; Lakshadweep; Maldives; San Ambrosio Island; San Felix Island; Tubuai","Article","Final","","Scopus","2-s2.0-84869159417"
"Kushwaha, S.P.S.; Nandy, S.; Ahmad, M.; Agarwal, R.","Kushwaha, Satya Prakash Singh (7006861689); Nandy, Subrata (22985957200); Ahmad, M. (58280276700); Agarwal, Reshu (57205175525)","7006861689; 22985957200; 58280276700; 57205175525","Forest ecosystem dynamics assessment and predictive modelling in eastern Himalaya","2012","International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives","38","8W20","","155","161","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924404923&partnerID=40&md5=11765bbd801724a1ae0b994a176e426f","This study focused on the forest ecosystem dynamics assessment and predictive modelling deforestation and forest cover prediction in a part of north-eastern India i.e. forest areas along West Bengal, Bhutan, Arunachal Pradesh and Assam border in Eastern Himalaya using temporal satellite imagery of 1975, 1990 and 2009 and predicted forest cover for the period 2028 using Cellular Automata Markov Modedel (CAMM). The exercise highlighted large-scale deforestation in the study area during 1975-1990 as well as 1990-2009 forest cover vectors. A net loss of 2,334.28 km2 forest cover was noticed between 1975 and 2009, and with current rate of deforestation, a forest area of 4,563.34 km2 will be lost by 2028. The annual rate of deforestation worked out to be 0.35 and 0.78% during 1975-1990 and 1990- 2009 respectively. Bamboo forest increased by 24.98% between 1975 and 2009 due to opening up of the forests. Forests in Kokrajhar, Barpeta, Darrang, Sonitpur, and Dhemaji districts in Assam were noticed to be worst-affected while Lower Subansiri, West and East Siang, Dibang Valley, Lohit and Changlang in Arunachal Pradesh were severely affected. Among different forest types, the maximum loss was seen in case of sal forest (37.97%) between 1975 and 2009 and is expected to deplete further to 60.39% by 2028. The tropical moist deciduous forest was the next category, which decreased from 5,208.11 km2 to 3,447.28 (33.81%) during same period with further chances of depletion to 2,288.81 km2 (56.05%) by 2028. It noted progressive loss of forests in the study area between 1975 and 2009 through 1990 and predicted that, unless checked, the area is in for further depletion of the invaluable climax forests in the region, especially sal and moist deciduous forests. The exercise demonstrated high potential of remote sensing and geographic information system for forest ecosystem dynamics assessment and the efficacy of CAMM to predict the forest cover change.","CAMM; Deforestation; GIS; IRS LISS-3; Landsat TM; Modelling; Remote sensing","Deforestation; Dynamics; Ecosystems; Geographic information systems; Models; Predictive analytics; Remote sensing; Satellite imagery; Bamboo forests; CAMM; Deciduous forest; Forest cover change; Forest ecosystem dynamics; High potential; LANDSAT TM; Predictive modelling; Forecasting; Forests; GIS; India; Remote Sensing","Conference paper","Final","","Scopus","2-s2.0-84924404923"
"Seifolddini, F.; Mansourian, H.","Seifolddini, Faranak (37091594300); Mansourian, Hossein (47061721700)","37091594300; 47061721700","Pattern of urban services concentration and its environmental impacts on Tehran city","2012","Journal of Environmental Studies","37","60","","53","64","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860194091&partnerID=40&md5=93d8fec1c36790d3a1c1341daf5823a6","Principles of Sustainable development have been considered in three dimensions: social, economic and environmental. Problems such as high level of population increase, high level of resources consumption and population concentration in urban areas, make the achievement of sustainable future more difficult. Currently, more than 50% of population live in urban areas, and by 2020, this number will reach to 60%. The role of cities in achieving sustainable development is quite important, since large cities are the consumers of natural resources. In fact they are the producers of pollution sources, and the place of human activities concentration. Thus, urban management is an important issue. One of the controversial issues is urban sprawl. There are numerous definitions of urban sprawl. In summary, urban sprawl has been defined as unplanned sprawl, uncontrolled expansion, mono-functional land use, low density and discontinuous land use. Some of the consequences of urban sprawl are occupying green spaces around cities, high costs of infrastructure, high level of energy use, social segregation, car dependency, traffic increase, pollution, temperature increase and decrease in air and water quality. Materials and Methods The major goal of this paper is to examine the relationship between urban sprawl, measured by the pattern of concentration of urban facilities and utilities, and its environmental impacts on Tehran. This research is focused on examining the impact of Tehran's urban sprawl on four environmental variables: (1) Air pollution, (2) Temperature, (3) land cover vegetation and (4) sound pollution. The conceptual model of the research is built on these assumptions that the pattern of urban transportation and urban trips are the results of the urban facilities and urban services distribution, jobs and housing, and they affect the number, length and types of trips occurred within a city. Another assumption is that the pattern of transportation infrastructure and the availability of urban public transportation determine the degree of using private cars. Since urban facilities are concentrated in the central part of Tehran, while housing units are located in the outer layers of the city, urban sprawl and urban transportation are not adequately available and effective. Thus, private car dependency has increased. In recent years, Tehran has experienced urban sprawl. The current trend is towards more decentralization of population, longer trips and private car dependency, and the expansion of transportation infrastructure. Increase in the distance between home and working, shopping, and educational places, and lack of effective public transportation have increased the tendency for using private cars. One of the most important consequences is environmental problems, such as increase in air pollution, the amounts of impervious lands and sound pollution, and decrease in water quality and urban green spaces. This research examines the relationship between the pattern of urban facilities distribution and its impacts on environmental variables. Air pollution: Increase in the use of car can increase the level of carbon dioxide, particles, nitrogen, and hydrocarbon in the air, which can cause breathing, and other health problems. It can damage buildings, and aesthetic aspects of cities. It is assumed that accessibility to major urban services: educational, emergency, health, cultural and recreational facilities are the major causes of commuting. Study showed that these facilities are concentrated in the central parts of Tehran city. Distances with the urban facilities were measured for different regions in the city. Distance to different urban facilities (educational, emergency, health, cultural, recreational, and subway stations) were weighted. Accessibility to emergency facilities has the highest weight and educational facilities have the next highest weight. Accessibility to subway stations, recreational facilities, and cultural facilities have the third, equal weights and accessibility to health facilities has the fourth rank. The highest degree of accessibility to these facilities belongs to central regions of Tehran city. Accessibility to urban facilities decreases with distance from center. Moran index was also used to measure the pattern of distribution of urban facilities. Moran index shows that urban facilities are clustered in the central part of Tehran. Hotspot analysis was used to find the degree of variation of areas regarding the distance from urban facilities. This pattern of decreasing the availability of urban facilities with increasing the distance from center creates more frequent using of private cars, and as a result more air pollution. The results of study show that the highest degree of pollution exists in central areas of the city. The northern regions have least amount of air pollution, because of less commuting to these regions. Temperature: In hot days, urban areas are about 6 to 8 degrees warmer than the surrounding areas. This creates a situation called heat island. Heat islands are created because of two reasons: the dark color of asphalt on the roofs and roads which absorb more heat; and loss of land cover vegetation which usually has shadow and cools the weather. The distribution of high temperature points in the city shows that the southern and central parts of the city have temperatures higher than the average. The central parts of Tehran are destinations for commuting. Region 1 in North of Tehran has the lowest temperature.- Sound Pollution: The results of research show that noise causes changes in the physiologic system such as increasing blood pressure, loss of concentrating ability and loss of memory. To analyze the impacts of commuting on sound pollution, distances from highways, major roads, rails, and airport were used as indicators of pollution sources. Distances from highways, railroads and airport were weighted. The distances from airport have the highest weights. The distances from major highways stand in the second place. The study shows that the highest amounts of sound pollution occur in central, western and southern parts of the city and the least amounts of sound pollution are observed in North of Tehran. Land cover vegetation: Green spaces filter urban pollution, increase aesthetic aspects of city, increase underground waters, and are good habitats for natural wildlife. Green spaces also improve the quality of life. Results of previous studies show that green environment improves the physical and emotional conditions of individuals. Urban sprawl causes the fragmentation and loss of green spaces. Remote sensing data were used to analyze the distribution of green space in Tehran. Arc GIS was used to present the areal statistics for vegetation cover. The highest amount of vegetation is observed in the northern part of the city and the lowest amount is observed in the central part. Regression analysis was used to measure the association between the distance from CBD and environmental variables (air pollution, temperature, sound pollution, and land cover vegetation). The results show that there is a positive correlation between population density and accessibility to urban facilities (0.561).There is also a positive correlation between air pollution and accessibility to urban facilities. The result shows that there is a negative correlation between air pollution and vegetation. There is also a negative correlation between vegetation and temperature. Conclusion General concern about the impacts of urban sprawl on environmental, economic, and social variables has led to considering the urban land use pattern. Urban sprawl with high level of dispersion and shortage of resources in developing countries is one of the events that have received urban planner's attention. In this article, the pattern of distribution of urban facilities and their impacts on the environmental Variables (air pollution, land cover vegetation, sound pollution and temperature) were studied. The results of study show that Tehran has experienced urban sprawl in recent years. Urban sprawl has happened while there has been no plan for decentralization of urban services and urban services are concentrated in the central part of the city. Results of Moran Index and Geary Index show the significant concentration of urban facilities in the central parts of Tehran. High concentration of urban services in central parts of the city and lack of efficient urban transit system have caused high levels of private car dependency to reach to urban facilities. This has led to environmental impacts such as occupying green spaces, higher level of air pollution, higher temperature, and sound pollution. The results of this study show that this commuting has caused air pollution, increase in temperature, sound pollution and losing land cover vegetation in Tehran. Urban sprawl, increase of distance between home or work place and urban facilities has encouraged the use of private cars. Pearson analysis shows correlation between the distribution patterns of urban facilities and environmental variables. There is significant positive correlation between the accessibility to urban facilities and population density and air pollution. There is a significant negative correlation between land cover vegetation and accessibility to urban facilities. Investments in transportation infrastructure, promoting urban transportation, and well-planned distribution of urban services are recommended. According to the literature about urban sprawl cites, urban sprawl is not an urban pattern but an urban process and it matters to determine that at which phase of urban development Tehran is. Tehran like many other cities in developing countries is in the stage of urban growth and urban expansion. This process is inevitable. Considering the principles of smart growth and the application of them can be a good policy guide for urban and regional planners.","Accessibility; Air pollution; Land covers vegetation; Land surface temperature; Sound pollution","","Article","Final","","Scopus","2-s2.0-84860194091"
"Zamani, A.A.; Maleki, S.","Zamani, Akbar Asghari (55326950500); Maleki, Saeed (55327252400)","55326950500; 55327252400","Monitoring and modeling the urban growth of mid-size cities in Iran by Markov model: The case study of Zanjan City","2012","Indian Journal of Science and Technology","5","2","","2177","2184","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864569911&partnerID=40&md5=dea5e87c101c4239ecca66d26246cda9","Rapid land use change has taken place in many mid-sized cities of Iran such as Zanjan over the past three decades. This research analyzed the land use/cover change Zanjan from 1965 to 2005; identified the patterns of urban growth and the fragmentation of the urban space by applying GIS and remote sensing tools. The main driving forces of the urban changes were analyzed and the model to predict the land use/cover changes was applied. Our results show the importance of monitoring and modeling of rapid urban growth for attaining sustainable mid-sized cities in developing countries that are strongly dependent on export of natural resources. The results indicated that there had been a notable and uneven urban growth and a major loss of cropland loss between 1965 and 2005. Most of the urban growth and loss of agriculture land occurred in inner and outer suburbs. This research analyzed the land use/cover change Zanjan from 1965 to 2005, identified the patterns of urban growth and the fragmentation of the urban space, applying GIS and remote sensing tools. We believe that in urban growth modeling process there has been multi socialeconomical and physical elements in which have key rules in it, and we attempted to use some of them. © Indian Society for Education and Environment (iSee).","Gis; Land use change; Markov chain; Satellite remote sensing; Urban growth; Zanjan","","Article","Final","","Scopus","2-s2.0-84864569911"
"Sarhan, E.; Khalifa, E.; Nabil, A.M.","Sarhan, Ebada A. (6505657753); Khalifa, Eraky (54897209000); Nabil, Ayman M. (57211207639)","6505657753; 54897209000; 57211207639","Post classification using Cellular Automata for Landsat images","2012","Advanced Materials Research","433-440","","","5431","5435","0","10.4028/www.scientific.net/AMR.433-440.5431","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856053762&doi=10.4028%2Fwww.scientific.net%2FAMR.433-440.5431&partnerID=40&md5=742333ac22ccf2e90acfe0a83c209757","The research presented in this paper aims at improving the accuracy of land-use maps produced from classification of Landsat images of mega cities in developing countries. In other words, the main objective of this paper is to find a suitable post classification technique that gives optimum results for Landsat images of mega cities in developing countries. To reach our goal, the paper presents a classification of two TM-Landsat sub scenes using a traditional statistical classifier (Maximum Likelihood) into four land cover classes (vegetation-water-Desert-Urban); then the accuracy assessment for the produced land-cover map will be calculated. Following to this step, three post processing techniques- Majority Filter, Probability label Relaxation (PLR), and Cellular Automata (CA) - will be applied in order to improve the accuracy of the previously produced land cover map. Finally, the same accuracy assessment measurements will be calculated for the two land-cover maps produced by each of the above post classification techniques. Initial results will show that CA outperformed the other techniques. In this paper we propose a methodology to implement a satellite image post classification Algorithm with cellular Automata. © (2012) Trans Tech Publications, Switzerland.","Cellular Automata; Landsat images; Majority filter; Probability Labeling Relaxation","Accuracy assessment; Land cover; Landsat images; Majority filter; Megacities; Post classification; Post-processing techniques; Satellite images; Statistical classifier; Cellular automata; Classification (of information); Developing countries; Information technology; Materials science; Maximum likelihood; Landforms","Conference paper","Final","","Scopus","2-s2.0-84856053762"
"Gao, Y.; Skutsch, M.; Masera, O.","Gao, Yan (57282570600); Skutsch, Margaret Mccall (6505918222); Masera, Omar Raúl Raúl (6701523673)","57282570600; 6505918222; 6701523673","The challenges of estimating tropical deforestation due to biofuel expansion","2012","Socioeconomic and Environmental Impacts of Biofuels: Evidence from Developing Nations","","","","90","108","0","10.1017/CBO9780511920899.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924162703&doi=10.1017%2FCBO9780511920899.008&partnerID=40&md5=53f946fa9cb2c51b84e39edcafbf7e94","In this chapter, we attempt to assess the impacts of biofuel development on tropical deforestation by analyzing available tropical deforestation and biofuel production data. We identify the main biofuel production hotspots in Africa, South America, and Southeast Asia. We find that this task is extremely difficult because of the following methodological challenges. First, biofuel production may have either direct or indirect impacts on deforestation, and indirect deforestation can take place at both national and international levels. Second, measuring both deforestation and biofuel production accurately is difficult due to the lack of standard definitions and the lack of updated data sets with sufficient spatial resolution and global coverage. Third, many feedstocks used for biofuel production are multipurpose since they are produced for both food and fodder and for fuels; thus decisions on how much feedstock is devoted to any of the uses vary considerably over time, depending on market prices. Assessing the share of biofuel in the deforestation caused by such multi–end use crops is difficult; there are several different ways to allocate this burden. Fourth, deforestation is often caused by multiple drivers, of which in any given area biofuels (or biofuel production) may be just one. This chapter reviews the methodological difficulties in estimating the relationship between biofuel and deforestation in detail and considers both the well-established biofuel feedstocks, such as sugarcane for ethanol (in Brazil and Argentina) and palm oil for diesel (in Malaysia and Indonesia), and the emergent feedstocks, such as jatropha, which is expanding in sub-Saharan Africa, India, and Latin America. © Cambridge University Press 2012.","Biofuel hotspot; Deforestation; Land use change; Remote sensing; Tropics","","Book chapter","Final","","Scopus","2-s2.0-84924162703"
"Oǧuz, H.","Oǧuz, Hakan (8219041500)","8219041500","Simulating future urban growth in the city of Kahramanmaras, Turkey from 2009 to 2040","2012","Journal of Environmental Biology","33","SUPPL. 2","","381","386","6","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866562771&partnerID=40&md5=4c79746ce5bcab633f8a16125467ca74","City of Kahramanmaras has witnessed a rapid growth in the last five decades due to its agricultural and industrial potential. Urbanization has brought great challenges to the sustainable development of cities, especially in developing countries. A modeling system that could provide regional assessments of future development and explore the potential impacts of different regional management scenarios would be useful for the future health of the cities. The main goal of this study was to create a modeling system capable of depicting, quantitatively and graphically, the growth impacts of two land use policies and trends in the city of Kahramanmaras. Given its success with regional scale simulation, its ability to incorporate different levels of land protection through an ""excluded"" layer, and the relative ease of implementation and computation, the model developed by Keith Clarke from University of California at Santa Barbara, known as SLEUTH, was adopted for this study. SLEUTH is a pixel-based cellular automaton (CA) model and has been applied to several cities worldwide successfully. The model was calibrated using historic time series of developed areas derived from Landsat Thematic Mapper (TM) imagery between 1984 and 2009, and future growth was projected out to 2040. Two alternative growth scenarios were modeled: (1) current trends, and (2) managed growth: regions with high landscape potential were protected from urbanization. This application of the SLEUTH model demonstrates an ability to address a range of regional planning issues and provides useful information for the cities' future planning and development. © 2012 Triveni Enterprises.","Future urban growth; Land use/land cover change; Remote sensing; SLEUTH","calibration; cellular automaton; developing world; future prospect; imagery; land use planning; landscape planning; numerical model; pixel; regional planning; remote sensing; sustainable development; thematic mapping; time series; urban development; urban growth; urbanization; Kahramanmaras; Turkey","Article","Final","","Scopus","2-s2.0-84866562771"
"Redo, D.","Redo, Daniel J. (23480502200)","23480502200","Mapping land-use and land-cover change along Bolivia's Corredor Bioceánico with CBERS and the Landsat series: 1975-2008","2012","International Journal of Remote Sensing","33","6","","1881","1904","9","10.1080/01431161.2011.603377","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857981522&doi=10.1080%2F01431161.2011.603377&partnerID=40&md5=682b95dfc1a24f949df1da5742ee6d57","This study uses a combination of Landsat series data (Multispectral Scanner or MSS, Thematic Mapper or TM and Enhanced Thematic Mapper or ETM+) to map land-use and land-cover change (LULCC) from 1975 to 2001. It extends the land change record to 2008 using Chinese-Brazil Earth Resources Satellite (CBERS)-2 and CBERS-2B data on a multi-scene level. It also establishes a methodology to correct for systematic distortion inherent in CBERS imagery without the loss of information present in Landsat 7 ETM+ imagery post-2003. Image analysis focuses on a 63 000 km2 strip of land along a main highway and railroad in southeastern Bolivia named the Corredor Bioceánico. This strip of land is one of the most important agriculturally driven deforestation hotspots in Latin America. It is also located in one of the most poorly understood forest biomes in the world in terms of LULCC - Southern Hemisphere seasonally dry tropical forests - which have very high conservation values globally. Over the 33-year study period, approximately 12 000 km2 of forest was lost among the three sub-regions - which is an area nearly the size of Connecticut. Evidence suggests that agriculture-driven deforestation is pushing into sensitive areas threatening globally important ecosystems such as those in the Chaco, Chiquitano and Pantanal as well as noteworthy protected areas. The results also show that imagery of CBERS-2 and CBERS-2B can help to fill the imagery gap created by Landsat ETM's Scan Line Corrector (SLC) failure in 2003. They can help to extend the land change record forward in time. © 2012 Copyright Taylor and Francis Group, LLC.","","Conservation; Deforestation; Conservation values; Earth resources satellites; Enhanced thematic mappers; Land use and land cover change; Scan line correctors; Seasonally dry tropical forests; Southern Hemisphere; Thematic mappers; Land use; agricultural land; biome; conservation management; deforestation; ERS-1; ERS-2; image analysis; land cover; land use change; Landsat multispectral scanner; Landsat thematic mapper; mapping; protected area; satellite imagery; tropical forest; Bolivia; Land Use; Mapping; Resources; Satellites; Seasonal Variation","Article","Final","","Scopus","2-s2.0-84857981522"
"Zhai, D.-L.; Cannon, C.H.; Slik, J.W.F.; Zhang, C.-P.; Dai, Z.-C.","Zhai, Deli (54409877400); Cannon, Charles H. (7202171575); Slik, Ferry (6603660769); Zhang, Cuiping (55553210300); Dai, Zhicong (54408408000)","54409877400; 7202171575; 6603660769; 55553210300; 54408408000","Rubber and pulp plantations represent a double threat to Hainan's natural tropical forests","2012","Journal of Environmental Management","96","1","","64","73","73","10.1016/j.jenvman.2011.10.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82255173841&doi=10.1016%2Fj.jenvman.2011.10.011&partnerID=40&md5=972f2009b57a83c657992a70520d1296","Hainan, the largest tropical island in China, belongs to the Indo-Burma biodiversity hotspot and harbors large areas of tropical forests, particularly in the uplands. The Changhua watershed is the cradle of Hainan's main river and a center of endemism for plants and birds. The watershed contains great habitat diversity and is an important conservation area. We analyzed the impact of rubber and pulp plantations on the distribution and area of tropical forest in the watershed, using remote sensing analysis of Landsat images from 1988, 1995 and 2005. From 1988 to 1995, natural forest increased in area (979-1040sqkm) but decreased rapidly (763sqkm) over the next decade. Rubber plantations increased steadily through the study period while pulp plantations appeared after 1995 but occupied 152sqkm by 2005. Rubber and pulp plantations displace different types of natural forest and do not replace one another. Because pulp is not as profitable as rubber and existing pulp processing capacity greatly exceeds local supply, considerable pressure exists on remaining upland forests. We recommend for future management that these plantation forests be reclassified as 'industrial', making a clear policy distinction between natural and industrial forestry. Additionally, the local government should work to enforce existing laws preventing forest conversion on marginal and protected areas. © 2011 Elsevier Ltd.","Eucalyptus; Government policy; Hevea; Industrial forest; Lowland deforestation; Protected area","Biodiversity; Conservation; Environmental protection; Remote sensing; Rubber; Rubber plantations; Tropics; Watersheds; Changhua; Eucalypti; Hevea; Hotspots; Industrial forest; Lowland deforestation; Natural forests; Protected areas; Tropical forest; Tropical island; Deforestation; biodiversity; bird; deforestation; endemism; forestry policy; habitat conservation; hot spot; local government; protected area; remote sensing; rubber; shrub; tropical forest; upland region; article; Eucalyptus; plantation; tropical rain forest; watershed; China; Hainan; Aves","Article","Final","","Scopus","2-s2.0-82255173841"
"Clark, M.L.; Aide, T.M.","Clark, Matthew L. (35247685500); Aide, T. Mitchell (7004375740)","35247685500; 7004375740","An analysis of decadal land change in Latin America and the Caribbean mapped from 250-m MODIS data","2011","34th International Symposium on Remote Sensing of Environment - The GEOSS Era: Towards Operational Environmental Monitoring","","","","","","8","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879770425&partnerID=40&md5=bc293122e25178005652da2acd334c5f","We present a method to map annual landuse/ land-cover (LULC) change using low-cost and consistent data from the MODIS satellite and Google Earth reference data. Our LULC maps cover Latin America and the Caribbean from years 2001 to 2009, have a 250-m pixel size, and include eight general classes. Maps were produced within 27 separate zonal biomes using the Random Forests classifier. We found that accuracy of the maps is sensitive to broad climatic and vegetation differences encapsulated by biomes, with an average 84.9% (s.d.±6.3%) overall accuracy for a five-class reclassification. Trends in woody vegetation area were analyzed using all years and pixels aggregated at ecoregion and municipality scales. The largest hotspots of deforestation were in South America, concentrated mostly in moist forests around the south to west Amazon basin and western edge of Atlantic forests, and dry forests in the Chaco ecoregions of northern Argentina. Driving factors included mostly pastures for cattle and industrial-scale agriculture for global export. We also detected increasing woody vegetation in northern Mexican deserts and in dry forests of southern Bolivia. Although not thoroughly evaluated, possible factors driving increased woody vegetation could be local increase in precipitation and the mitigating influence of protected areas.","Land-cover change; Latin America; MODIS; Random forests","Industrial-scale; Land-cover change; Latin America; Latin America and the Caribbean; MODIS; Overall accuracies; Random forests; Woody vegetation; Agriculture; Arid regions; Conservation; Decision trees; Deforestation; Radiometers; Remote sensing; Vegetation; Pixels; Plants; Remote Sensing","Conference paper","Final","","Scopus","2-s2.0-84879770425"
